ride_id,number_of_ticket
13846,8.985714285714286
14543,1.3528571428571428
14977,19.767142857142858
4010,9.467142857142857
5694,9.655714285714286
2652,9.224285714285715
5339,9.255714285714285
13930,5.7628571428571425
1014,9.637142857142857
5765,4.102857142857143
288,9.785714285714286
15014,17.32
14851,5.708571428571428
15242,29.34
13852,17.41
2037,9.317142857142857
14736,4.115714285714286
4143,9.651428571428571
5040,8.721428571428572
14987,8.327142857142857
13901,1.977142857142857
14011,5.708571428571428
14154,8.354285714285714
5559,9.698571428571428
5593,6.071428571428571
1986,9.71
15229,7.78
14970,6.522857142857143
5250,9.214285714285714
14617,2.3328571428571427
1044,9.537142857142857
5766,3.124285714285714
15209,6.554285714285714
14692,4.634285714285714
14073,1.0357142857142858
14715,1.7785714285714285
14049,5.002857142857143
14685,1.4785714285714286
14179,1.4
2658,9.547142857142857
2084,9.698571428571428
1689,5.368571428571428
13929,4.984285714285714
5548,9.774285714285714
3575,1.1471428571428572
427,3.117142857142857
14420,1.9642857142857142
5554,9.72
15257,1.1728571428571428
1054,4.631428571428572
5311,6.305714285714286
468,9.251428571428571
5469,9.468571428571428
697,7.091428571428572
735,9.248571428571429
4141,9.668571428571429
14451,1.9342857142857144
5180,9.232857142857142
1184,9.462857142857143
14616,11.375714285714286
364,4.684285714285714
3373,1.0242857142857142
15061,4.961428571428572
15206,1.8842857142857143
15102,33.64142857142857
1614,8.758571428571429
14269,2.7728571428571427
5677,9.51
13863,11.375714285714286
14246,18.447142857142858
757,9.257142857142858
14445,1.7314285714285715
15306,6.417142857142857
14563,6.598571428571429
14950,1.2385714285714287
14307,5.135714285714286
3274,9.448571428571428
14242,5.042857142857143
14382,8.141428571428571
4373,3.7885714285714287
13859,6.414285714285715
5245,9.135714285714286
14824,2.4857142857142858
14753,1.487142857142857
14944,2.7671428571428573
15265,6.277142857142858
15188,2.138571428571429
15323,26.894285714285715
4973,5.344285714285714
14862,9.26142857142857
15122,5.135714285714286
14422,1.7914285714285714
5676,2.862857142857143
2454,8.268571428571429
5240,9.392857142857142
14650,3.3185714285714285
3585,6.184285714285714
5750,1.2542857142857142
3707,8.552857142857142
14039,15.172857142857143
13968,13.757142857142858
3970,9.294285714285714
5727,9.051428571428572
2283,9.34
15296,2.5214285714285714
5188,9.298571428571428
4846,3.1714285714285713
358,9.822857142857142
1424,4.284285714285715
15305,13.5
14600,19.46
15237,11.924285714285714
13932,6.604285714285714
14719,1.7457142857142858
15012,2.0028571428571427
5680,3.5185714285714287
14686,11.371428571428572
1974,9.765714285714285
1651,8.878571428571428
14544,1.2557142857142858
13861,7.617142857142857
1264,9.434285714285714
5441,9.485714285714286
1669,9.595714285714285
5658,9.88
14072,6.797142857142857
4177,9.697142857142858
13933,2.902857142857143
14219,2.3685714285714288
530,1.4157142857142857
14858,4.984285714285714
4523,9.771428571428572
13908,2.82
5541,9.317142857142857
5747,1.207142857142857
14733,32.284285714285716
5637,5.59
1722,9.59
2908,9.771428571428572
13964,7.3742857142857146
13890,26.894285714285715
13829,3.3285714285714287
13927,25.382857142857144
5712,9.678571428571429
475,8.5
5141,3.39
13915,8.71
14556,1.3685714285714285
5597,6.751428571428572
14166,1.1728571428571428
473,5.384285714285714
3604,1.05
13898,2.2942857142857145
3741,8.65
15002,2.552857142857143
14601,1.1271428571428572
13958,2.64
3586,1.0171428571428571
3257,9.51
4127,8.57
14314,12.111428571428572
5767,1.322857142857143
2391,3.5885714285714285
14567,4.395714285714286
15325,6.604285714285714
13885,2.835714285714286
15320,5.7628571428571425
13954,4.9871428571428575
2317,1.7114285714285715
2957,9.65857142857143
13997,20.237142857142857
15121,12.111428571428572
1114,9.502857142857144
14421,1.8371428571428572
15205,1.5271428571428571
1704,9.57
3532,9.667142857142856
679,9.222857142857142
2021,9.79
14592,5.725714285714286
14153,6.5928571428571425
5535,9.788571428571428
3556,1.207142857142857
14398,6.304285714285714
15171,1.0114285714285713
5459,9.454285714285714
5697,4.72
2087,10.162857142857144
5716,9.718571428571428
1930,9.788571428571428
5438,9.442857142857143
15224,30.34
5490,6.658571428571428
5583,9.672857142857143
14953,18.312857142857144
3530,9.65857142857143
1332,9.252857142857144
15128,1.04
5261,9.257142857142858
14113,6.522857142857143
486,3.13
14270,4.634285714285714
5553,9.704285714285714
2280,4.0842857142857145
15318,4.614285714285714
3354,1.1957142857142857
14381,1.3971428571428572
14320,1.0385714285714285
14906,1.8114285714285714
13837,4.837142857142857
14945,5.002857142857143
14397,2.3642857142857143
5546,9.774285714285714
15006,1.9157142857142857
14070,10.967142857142857
5522,5.064285714285714
14248,5.461428571428572
5653,9.622857142857143
5664,9.797142857142857
14596,1.83
1593,1.8514285714285714
5564,3.09
14608,1.8142857142857143
14301,5.4471428571428575
5760,1.0971428571428572
5383,9.43142857142857
15204,6.222857142857142
2524,8.964285714285714
256,8.368571428571428
14673,25.382857142857144
15344,16.785714285714285
15280,2.6314285714285712
15303,5.725714285714286
436,1.0
432,1.12
494,3.39
5241,5.482857142857143
15302,24.895714285714284
3578,3.4042857142857144
2598,9.832857142857144
5648,9.557142857142857
14652,26.894285714285715
13899,1.8085714285714285
5377,9.301428571428572
14857,1.9285714285714286
15120,3.604285714285714
14473,1.0114285714285713
14428,7.78
2140,3.09
14085,1.8728571428571428
14655,1.8085714285714285
5249,9.248571428571429
3507,9.652857142857142
14604,16.72
14565,1.9414285714285715
5538,4.0842857142857145
5283,9.212857142857143
3345,8.255714285714285
14120,3.8842857142857143
3511,9.65857142857143
1923,9.835714285714285
854,9.212857142857143
5384,9.43
15307,11.375714285714286
13848,13.5
14312,3.94
14676,20.274285714285714
14743,1.7357142857142858
14588,23.74
14057,6.535714285714286
5685,1.0242857142857142
709,9.26142857142857
13957,1.7457142857142858
5638,9.121428571428572
15326,6.397142857142857
14660,19.84857142857143
4248,5.467142857142857
1359,9.74
605,9.152857142857142
5709,9.667142857142856
5409,9.537142857142857
1976,9.704285714285714
418,5.345714285714286
15119,16.347142857142856
2000,3.7257142857142855
3346,8.364285714285714
5252,9.26142857142857
14115,5.777142857142858
2755,9.894285714285715
14534,3.902857142857143
14127,2.4771428571428573
14188,1.04
13887,42.934285714285714
15107,1.8485714285714285
471,4.587142857142857
14678,6.321428571428571
14316,8.968571428571428
5151,8.96
5611,1.3657142857142857
3167,7.787142857142857
15324,3.3185714285714285
2201,9.672857142857143
14048,4.972857142857142
13864,1.832857142857143
1265,9.638571428571428
14038,2.1885714285714286
15104,6.304285714285714
14791,1.0142857142857142
5492,3.6685714285714286
5275,4.804285714285714
3965,9.26
956,1.28
2314,6.071428571428571
14566,1.0857142857142856
5493,3.8328571428571427
13928,6.397142857142857
5695,3.5685714285714285
1816,10.348571428571429
5379,9.327142857142857
13839,7.365714285714286
1457,4.274285714285714
5699,9.655714285714286
13884,5.178571428571429
972,9.552857142857142
15017,5.2542857142857144
14310,23.5
15109,32.034285714285716
15077,10.945714285714285
14930,2.4771428571428573
14589,6.417142857142857
4743,9.124285714285714
2678,9.557142857142857
410,3.6157142857142857
4940,1.2785714285714285
13924,5.532857142857143
5399,5.8028571428571425
14040,1.987142857142857
1078,9.505714285714285
5782,1.0171428571428571
531,8.81857142857143
5693,9.65857142857143
3652,8.537142857142857
5280,9.305714285714286
14262,16.785714285714285
5498,2.8128571428571427
13841,3.9042857142857144
4115,9.518571428571429
15295,4.6414285714285715
14783,1.2128571428571429
13883,1.8742857142857143
5424,9.502857142857144
5495,3.61
14190,5.8428571428571425
15075,6.5928571428571425
14052,5.002857142857143
344,9.797142857142857
14860,8.08
14007,3.9185714285714286
3615,1.12
2599,9.121428571428572
247,5.34
5568,10.162857142857144
3472,1.512857142857143
14046,3.914285714285714
14793,4.9871428571428575
14986,8.91
1894,9.67142857142857
2714,9.808571428571428
14587,31.237142857142857
14275,2.552857142857143
1931,9.847142857142858
2932,9.797142857142857
5642,9.155714285714286
2731,9.88
5717,11.842857142857143
15127,1.3057142857142856
15267,5.735714285714286
275,1.05
4380,6.4157142857142855
4193,9.648571428571428
14022,7.74
5123,8.795714285714286
4972,5.1657142857142855
5586,9.34
15194,20.087142857142858
5038,8.51
15081,6.42
14064,8.91
2298,6.751428571428572
2365,8.038571428571428
3478,9.347142857142858
5393,9.552857142857142
5645,9.547142857142857
5596,7.938571428571429
15053,4.7214285714285715
14061,20.464285714285715
14982,3.8842857142857143
13838,31.237142857142857
563,8.927142857142858
15187,5.054285714285714
373,9.817142857142857
14864,6.59
2955,9.737142857142857
15261,1.78
14921,2.34
14295,5.777142857142858
4210,9.651428571428571
14863,7.74
3498,9.607142857142858
5674,9.654285714285715
1246,9.468571428571428
5567,9.884285714285713
5524,5.182857142857143
14069,2.2285714285714286
13851,1.7857142857142858
14146,33.71
4172,3.974285714285714
4220,9.754285714285714
3534,8.731428571428571
15185,13.805714285714286
14971,7.962857142857143
2014,9.72
14907,10.967142857142857
3149,9.59142857142857
14903,1.4785714285714286
3583,2.65
4372,9.794285714285714
13988,2.107142857142857
14927,1.292857142857143
1566,2.58
14322,1.772857142857143
15160,2.2328571428571427
5723,9.43
5643,9.098571428571429
485,5.482857142857143
15082,8.354285714285714
5739,8.731428571428571
13970,17.39
14855,1.98
15184,1.73
3047,7.871428571428571
469,5.1657142857142855
14334,1.04
15106,2.067142857142857
14305,6.44
3697,8.597142857142858
15339,6.59
4429,9.788571428571428
1185,9.26
3434,3.567142857142857
5665,9.785714285714286
14253,6.42
14424,30.34
14448,1.78
14339,7.9
5591,3.7257142857142855
14461,1.3857142857142857
15264,2.067142857142857
2289,6.277142857142858
14404,6.554285714285714
2700,9.622857142857143
13850,5.1
5589,7.365714285714286
5369,9.298571428571428
1668,7.365714285714286
4981,5.384285714285714
14559,2.51
13936,4.634285714285714
15009,4.131428571428572
14612,4.332857142857143
15282,1.2085714285714286
573,8.995714285714286
15073,6.791428571428572
14672,5.532857142857143
14050,8.327142857142857
14761,1.2585714285714287
971,5.8028571428571425
13830,5.117142857142857
14593,5.117142857142857
14097,1.2385714285714287
14298,32.034285714285716
13853,2.18
14865,6.491428571428571
14682,9.375714285714286
14668,1.0585714285714285
1636,8.852857142857143
14149,2.2942857142857145
14447,1.2257142857142858
3484,9.338571428571429
14522,1.9742857142857142
1904,9.68142857142857
5429,9.514285714285714
2306,7.938571428571429
5268,9.282857142857143
14063,6.457142857142857
15263,1.3528571428571428
13921,3.3185714285714285
15105,2.3642857142857143
13894,4.324285714285714
14167,6.871428571428571
15301,7.617142857142857
14852,4.2942857142857145
15078,5.8428571428571425
1620,4.3
13926,6.821428571428571
888,9.125714285714286
14427,11.924285714285714
2491,8.528571428571428
5517,1.8514285714285714
5312,6.57
5780,1.3914285714285715
14313,1.9157142857142857
1505,6.658571428571428
5475,9.34142857142857
15000,1.07
13925,4.4557142857142855
1967,9.774285714285714
4134,9.532857142857143
15234,1.7314285714285715
5573,9.602857142857143
651,9.17142857142857
5330,5.877142857142857
14974,6.457142857142857
978,3.2071428571428573
14557,1.7357142857142858
5544,9.765714285714285
14319,2.2328571428571427
5302,8.54
2487,8.418571428571429
14562,1.7957142857142858
4722,9.657142857142857
3814,8.84
2175,9.621428571428572
1671,8.951428571428572
5667,9.65857142857143
14690,31.334285714285713
14656,4.324285714285714
5631,5.34
5432,9.462857142857143
5404,9.614285714285714
5768,3.6614285714285715
3436,8.474285714285715
4717,9.678571428571429
15203,3.3242857142857143
15038,1.3685714285714285
13956,42.59571428571429
1223,9.457142857142857
14075,7.962857142857143
14332,11.91
5650,9.832857142857144
5482,7.531428571428571
3750,3.86
14653,14.28
15300,27.111428571428572
14687,5.7628571428571425
14585,8.985714285714286
15071,16.785714285714285
2636,9.098571428571429
15228,1.7357142857142858
1201,9.442857142857143
5458,9.457142857142857
2404,8.392857142857142
2430,8.108571428571429
14056,30.05857142857143
3524,9.65857142857143
13923,4.9871428571428575
5655,9.874285714285714
14843,17.39
13973,1.7742857142857142
14598,1.177142857142857
15008,30.097142857142856
3469,9.231428571428571
14961,1.8728571428571428
14306,2.2814285714285716
5663,9.894285714285715
700,7.647142857142857
1276,9.34142857142857
285,9.788571428571428
15277,4.605714285714286
13857,1.9328571428571428
793,9.305714285714286
14898,6.535714285714286
13922,11.017142857142858
5411,9.637142857142857
14456,4.967142857142857
5552,9.762857142857143
15167,4.62
14895,1.987142857142857
14152,5.112857142857143
3584,3.6014285714285714
14754,1.487142857142857
13849,4.787142857142857
1736,9.61
807,2.6685714285714286
377,5.467142857142857
14889,30.05857142857143
5337,9.107142857142858
14383,6.222857142857142
14433,1.2257142857142858
14426,5.787142857142857
5335,8.278571428571428
14311,23.867142857142856
4809,8.124285714285714
13843,16.72
14394,1.4228571428571428
3582,6.04
1789,9.595714285714285
399,8.124285714285714
1370,9.262857142857143
14274,2.0028571428571427
13934,1.9071428571428573
5479,7.507142857142857
329,4.162857142857143
13888,31.334285714285713
5501,3.7714285714285714
3546,8.662857142857144
15198,2.5114285714285716
15250,1.9642857142857142
14677,6.397142857142857
13882,2.08
3846,9.24
15074,1.9157142857142857
5274,2.6685714285714286
2620,9.155714285714286
14932,4.55
14828,4.7214285714285715
553,8.96
5684,4.872857142857143
5779,3.7942857142857145
15247,4.967142857142857
583,9.232857142857142
13969,1.7357142857142858
5350,9.104285714285714
14983,5.002857142857143
5305,7.825714285714286
14425,9.692857142857143
674,4.804285714285714
508,2.6357142857142857
3613,4.388571428571429
14529,4.978571428571429
13847,1.6942857142857144
5380,3.2071428571428573
5599,9.108571428571429
1750,9.59
14832,14.297142857142857
4581,9.791428571428572
14675,6.821428571428571
15005,1.9157142857142857
5253,9.25
15243,25.87
14840,20.237142857142857
3428,14.451428571428572
5474,9.434285714285714
15080,6.682857142857143
14247,12.27
13886,8.042857142857143
14603,4.837142857142857
15260,1.322857142857143
15208,11.91
5285,9.297142857142857
14683,1.5385714285714285
4669,4.684285714285714
341,9.791428571428572
5585,9.372857142857143
760,3.584285714285714
286,9.794285714285714
15256,1.0585714285714285
15278,1.9342857142857144
5744,8.314285714285715
14969,5.777142857142858
2937,9.648571428571428
14670,4.9871428571428575
4732,9.004285714285714
14729,2.64
4114,9.47
14437,25.87
14273,6.682857142857143
14606,6.414285714285715
14614,1.7857142857142858
5571,10.161428571428571
1232,9.454285714285714
15319,8.007142857142858
13854,1.9957142857142858
15254,1.3557142857142856
15172,4.8
1937,9.855714285714285
15337,7.3914285714285715
14665,1.0457142857142858
15112,4.078571428571428
14089,13.444285714285714
14728,5.131428571428572
15235,1.0257142857142858
15317,25.382857142857144
15103,23.867142857142856
311,9.771428571428572
310,6.4157142857142855
5157,8.927142857142858
15083,8.252857142857144
14597,2.1142857142857143
1639,3.3657142857142857
4135,9.522857142857143
14083,4.421428571428572
13845,2.5214285714285714
5497,2.1942857142857144
5598,6.277142857142858
5502,8.355714285714285
14399,13.805714285714286
14318,2.5114285714285716
5476,9.252857142857144
977,9.614285714285714
13844,2.217142857142857
14216,8.018571428571429
5408,9.637142857142857
14423,39.87714285714286
5707,9.65857142857143
2018,9.884285714285713
5376,9.262857142857143
15316,31.334285714285713
15115,1.1714285714285715
5392,9.387142857142857
14189,2.32
5484,7.162857142857143
14165,8.252857142857144
2157,10.082857142857144
13893,11.371428571428572
5289,9.125714285714286
5708,9.65857142857143
14221,2.07
3304,9.295714285714286
14005,1.02
15202,5.042857142857143
5557,9.79
14444,6.212857142857143
1968,9.757142857142858
14642,1.7657142857142858
15030,6.871428571428571
1977,7.942857142857143
718,5.344285714285714
4795,8.705714285714286
5500,2.58
14615,1.6942857142857144
3921,9.277142857142858
